gene,n_significant_variants,median_odds_ratio,median_mdr_freq,median_susc_freq,n_enriched_MDR,is_compensatory,is_primary_DR
Rv0535,32,0.04515,0.001148,0.023303,0,0,0
Rv2133c,32,0.0493,0.001148,0.0238095,0,0,0
Rv2166c,32,0.0504,0.001148,0.025329,1,0,0
Rv2134c,32,0.0409,0.001148,0.026342,0,0,0
Rv3530c,32,0.0504,0.001148,0.025329,2,0,0
echA9,32,0.04335,0.001148,0.025329,0,0,0
Rv0584,32,0.0461,0.001148,0.021277,4,0,0
ilvN,32,0.0,0.0,0.026342,0,0,0
nicT,32,0.0461,0.001148,0.024316,0,0,0
Rv3040c,32,0.0482,0.001148,0.0227965,0,0,0
bglS,32,0.0,0.0,0.02229,2,0,0
lpqM,32,0.04715,0.001148,0.0217835,4,0,0
ctaC,32,0.0425,0.001148,0.025329,0,0,0
mce1D,32,0.0482,0.001148,0.0238095,1,0,0
Rv3194c,32,0.04335,0.001148,0.0248225,1,0,0
Rv0525,32,0.0442,0.001148,0.024316,2,0,0
rpsP,32,0.04335,0.001148,0.026342,0,0,0
cinA,32,0.05055,0.001148,0.023303,0,0,0
Rv2867c,32,0.0,0.0,0.024316,0,0,0
infC,32,0.06565,0.002296,0.030395,0,0,0
eccD2,32,0.0965,0.002296,0.021277,3,0,0
uspC,31,0.0442,0.001148,0.024316,0,0,0
pimB,31,0.0,0.0,0.023303,2,0,0
Rv2569c,31,0.0461,0.001148,0.025329,1,0,0
scpB,31,0.0425,0.001148,0.025329,1,0,0
Rv0207c,31,0.0461,0.001148,0.024316,0,0,0
Rv2766c,31,0.0529,0.001148,0.024316,0,0,0
Rv1178,31,0.0461,0.001148,0.023303,1,0,0
menA,31,0.0,0.0,0.02229,0,0,0
Rv2219,31,0.0425,0.001148,0.026342,1,0,0
Rv0799c,31,0.0409,0.001148,0.025329,1,0,0
pafC,31,0.0,0.0,0.023303,0,0,0
Rv3368c,31,0.0425,0.001148,0.025329,2,0,0
tpi,31,0.0313,0.001148,0.027356,0,0,0
recC,31,0.0,0.0,0.023303,5,0,0
PE_PGRS53,31,1.4711,0.052813,0.032421,17,0,0
purQ,31,0.0409,0.001148,0.025329,0,0,0
Rv2857c,31,0.0482,0.001148,0.023303,0,0,0
echA3,31,0.0461,0.001148,0.023303,0,0,0
lysA,31,0.0394,0.001148,0.026342,0,0,0
glgA,30,0.02125,0.000574,0.023303,0,0,0
ftsX,30,0.035500000000000004,0.001148,0.026342,2,0,0
pepD,30,0.0425,0.001148,0.0248225,1,0,0
Rv3626c,30,0.0,0.0,0.023303,0,0,0
nadD,30,0.0409,0.001148,0.024316,0,0,0
Rv1565c,30,0.0,0.0,0.024316,0,0,0
Rv0221,30,0.019,0.000574,0.024316,5,0,0
tig,30,0.0,0.0,0.021277,2,0,0
Rv1460,30,0.05165,0.001148,0.0217835,1,0,0
pmmB,30,0.038,0.001148,0.0238095,3,0,0
pncA,30,0.0556,0.001148,0.021277,12,0,1
mmpL5,30,0.0,0.0,0.025329,2,1,0
PPE8,30,1.0308,0.030999,0.0369805,15,0,0
rpfA,30,0.0504,0.001148,0.026342,4,0,0
Rv2963,30,0.0,0.0,0.0248225,0,0,0
Rv0541c,30,0.0442,0.001148,0.023303,1,0,0
nudC,30,0.0504,0.001148,0.02229,1,0,0
Rv0953c,30,0.01835,0.000574,0.025329,0,0,0
cyp130,30,0.0394,0.001148,0.024316,1,0,0
Rv1367c,30,0.04715,0.001148,0.025329,1,0,0
Rv0950c,30,0.0417,0.001148,0.0238095,1,0,0
echA6,30,0.04715,0.001148,0.023303,1,0,0
Rv0634c,30,0.0425,0.001148,0.026342,0,0,0
PPE5,29,0.3496,0.020666,0.033435,12,0,0
pstC2,29,0.0482,0.001148,0.024316,0,0,0
Rv0235c,29,0.0394,0.001148,0.026342,0,0,0
adhE1,29,0.0482,0.001148,0.02229,0,0,0
rplY,29,0.0,0.0,0.024316,0,0,0
sdhD,29,0.0687,0.002296,0.027356,3,0,0
Rv1318c,29,1.7147,0.423651,0.256332,16,0,0
PE_PGRS21,29,3.5608,0.049369,0.032421,20,0,0
Rv3777,29,0.0,0.0,0.02229,2,0,0
cmaA2,29,0.0482,0.001148,0.023303,0,0,0
Rv2974c,29,0.0,0.0,0.025329,1,0,0
mmsB,29,0.0409,0.001148,0.024316,0,0,0
Rv2406c,29,0.0818,0.002296,0.024316,1,0,0
esxP,29,2.4033,0.051665,0.027356,17,0,0
narX,29,0.0442,0.001148,0.02229,4,0,0
blaI,29,0.0425,0.001148,0.024316,2,0,0
glpD1,29,0.0,0.0,0.023303,0,0,0
end,29,0.0,0.0,0.025329,1,0,0
mca,29,0.0,0.0,0.024316,1,0,0
echA17,29,0.0,0.0,0.023303,0,0,0
Rv3510c,29,0.0425,0.001148,0.025329,1,0,0
Rv3230c,29,0.0461,0.001148,0.023303,0,0,0
mutA,29,0.0482,0.001148,0.02229,0,0,0
Rv3591c,29,0.0442,0.001148,0.024316,0,0,0
Rv2204c,29,0.0461,0.001148,0.026342,0,0,0
Rv2182c,29,0.0425,0.001148,0.026342,0,0,0
Rv0906,29,0.0425,0.001148,0.023303,1,0,0
Rv1478,29,0.0442,0.001148,0.024316,1,0,0
Rv1496,29,0.0394,0.001148,0.024316,1,0,0
pks5,29,0.0425,0.001148,0.025329,3,0,0
ald,29,0.0504,0.001148,0.02229,4,0,0
PPE60,29,0.3108,0.005741,0.026342,7,0,0
Rv2525c,29,0.0461,0.001148,0.023303,0,0,0
Rv2577,29,0.0504,0.001148,0.021277,0,0,0
pepE,28,0.0417,0.001148,0.025329,0,0,0
rpsF,28,0.038,0.001148,0.027356,0,0,0
pks8,28,0.0442,0.001148,0.024316,4,0,0
Rv1463,28,0.0425,0.001148,0.026342,2,0,0
gnd2,28,0.046200000000000005,0.001148,0.024316,0,0,0
mbtB,28,0.0556,0.001148,0.020263,3,0,0
tesB1,28,0.0,0.0,0.023303,2,0,0
dppC,28,0.0221,0.000574,0.0238095,0,0,0
rplP,28,0.0482,0.001148,0.0288755,0,0,0
Rv1865c,28,0.0571,0.001148,0.02229,1,0,0
mgtA,28,0.042550000000000004,0.001148,0.023303,4,0,0
tlyA,28,0.04715,0.001148,0.023303,2,0,1
hisF,28,0.0,0.0,0.025329,0,0,0
Rv1069c,28,0.0367,0.001148,0.026342499999999998,3,0,0
Rv0238,28,0.0409,0.001148,0.0258355,0,0,0
Rv3847,28,0.0409,0.001148,0.025329,0,0,0
fadD36,28,0.019,0.000574,0.024316,1,0,0
fadD31,28,0.0394,0.001148,0.025329,5,0,0
Rv2420c,28,0.0417,0.001148,0.026342,0,0,0
Rv2251,28,0.0,0.0,0.024316,2,0,0
Rv0147,28,0.0482,0.001148,0.02229,0,0,0
hpt,28,0.0461,0.001148,0.0238095,0,0,0
rbfA,28,0.0632,0.001722,0.025329,1,0,0
Rv2862c,28,0.0504,0.001148,0.025329,1,0,0
lprO,28,0.0461,0.001148,0.024316,0,0,0
Rv1157c,28,0.038,0.001148,0.0238095,0,0,0
Rv2466c,28,0.0747,0.002296,0.025329,0,0,0
argA,28,0.0776,0.002296,0.0238095,0,0,0
Rv1072,28,0.0387,0.001148,0.026848999999999998,1,0,0
def,27,0.0409,0.001148,0.024316,0,0,0
Rv2915c,27,0.0442,0.001148,0.025329,1,0,0
sigD,27,0.0504,0.001148,0.023303,0,0,0
Rv1882c,27,0.0,0.0,0.023303,0,0,0
Rv0539,27,0.0461,0.001148,0.023303,0,0,0
Rv2039c,27,0.0409,0.001148,0.023303,2,0,0
Rv0012,27,0.0442,0.001148,0.025329,4,0,0
bkdA,27,0.0442,0.001148,0.02229,1,0,0
Rv2991,27,0.0409,0.001148,0.025329,0,0,0
rplI,27,0.0529,0.001148,0.023303,0,0,0
eccB5,27,0.0442,0.001148,0.023303,0,0,0
Rv0654,27,0.0,0.0,0.02229,0,0,0
Rv2216,27,0.0,0.0,0.024316,1,0,0
Rv1145,27,0.0504,0.001148,0.024316,3,0,0
rpsH,27,0.0442,0.001148,0.027356,0,0,0
mutT4,27,0.0409,0.001148,0.026342,0,0,0
rplW,27,0.0788,0.002296,0.028369,0,0,0
eccD5,27,0.0425,0.001148,0.023303,2,0,0
Rv3205c,27,0.0,0.0,0.023303,1,0,0
lipC,27,0.0,0.0,0.024316,3,0,0
trcR,27,0.0504,0.001148,0.023303,0,0,0
Rv1432,27,0.0,0.0,0.023303,1,0,0
Rv2119,27,0.0,0.0,0.025329,0,0,0
alkA,27,0.0442,0.001148,0.023303,2,0,0
lexA,27,0.0409,0.001148,0.027356,0,0,0
Rv0139,26,0.0296,0.001148,0.02229,1,0,0
zwf1,26,0.0482,0.001148,0.023303,0,0,0
Rv1234,26,0.0,0.0,0.0248225,0,0,0
phoR,26,0.044300000000000006,0.001148,0.024316,3,0,0
Rv0184,26,0.04715,0.001148,0.024316,1,0,0
sigG,26,0.0,0.0,0.024316,2,0,0
Rv2413c,26,0.0442,0.001148,0.02229,1,0,0
pknL,26,0.0417,0.001148,0.025329,2,0,0
Rv1096,26,0.0442,0.001148,0.0248225,0,0,0
pntAb,26,0.0461,0.001148,0.024316,0,0,0
Rv2361c,26,0.04335,0.001148,0.024316,1,0,0
PE_PGRS57,26,0.5126,0.041332,0.08308,7,0,0
cya,26,0.04335,0.001148,0.02229,3,0,0
esxO,26,0.08195,0.002296,0.0298885,10,0,0
lppW,26,0.0482,0.001148,0.024316,0,0,0
Rv0633c,26,0.0461,0.001148,0.024316,2,0,0
lpqL,26,0.0197,0.000574,0.024316,0,0,0
Rv3502c,26,0.03735,0.001148,0.0258355,1,0,0
rpsM,26,0.06355,0.002296,0.030395,0,0,0
mbtE,26,0.01835,0.000574,0.02229,4,0,0
cyp142,26,0.04335,0.001148,0.0248225,1,0,0
rmlD,26,0.04715,0.001148,0.02229,3,0,0
Rv3278c,26,0.0417,0.001148,0.026342,0,0,0
Rv2228c,26,0.0482,0.001148,0.02229,1,0,0
Rv2611c,26,0.0788,0.002296,0.026342,2,0,0
dppD,26,0.0442,0.001148,0.023303,0,0,0
rplS,26,0.0409,0.001148,0.027356,0,0,0
Rv2675c,25,0.0482,0.001148,0.023303,0,0,0
sigJ,25,0.076,0.002296,0.024316,2,0,0
Rv3304,25,0.0504,0.001148,0.026342,0,0,0
rocE,25,0.0,0.0,0.02229,2,0,0
Rv0183,25,0.0461,0.001148,0.024316,0,0,0
Rv3493c,25,0.0482,0.001148,0.02229,0,0,0
ruvC,25,0.0409,0.001148,0.026342,0,0,0
Rv1000c,25,0.0482,0.001148,0.023303,0,0,0
moeA2,25,0.0,0.0,0.023303,1,0,0
mce1C,25,0.0461,0.001148,0.025329,0,0,0
msrB,25,0.0409,0.001148,0.026342,0,0,0
Rv3406,25,0.0425,0.001148,0.024316,1,0,0
Rv1544,25,0.0,0.0,0.023303,0,0,0
eccD3,25,0.0482,0.001148,0.024316,2,0,0
Rv2499c,25,0.038,0.001148,0.024316,0,0,0
pcaA,25,0.0,0.0,0.027356,0,0,0
Rv1566c,25,0.0504,0.001148,0.023303,0,0,0
hupB,25,0.0425,0.001148,0.026342,0,0,0
Rv1218c,25,0.0461,0.001148,0.023303,0,0,0
Rv2252,25,0.0,0.0,0.024316,0,0,0
pyrR,25,0.0461,0.001148,0.023303,2,0,0
pyrE,25,0.0,0.0,0.025329,0,0,0
Rv2912c,25,0.0482,0.001148,0.02229,0,0,0
ssb,25,0.0,0.0,0.027356,0,0,0
Rv2997,25,0.0556,0.001148,0.021277,0,0,0
purE,25,0.0394,0.001148,0.025329,1,0,0
Rv3753c,25,0.0,0.0,0.026342,1,0,0
Rv1148c,25,0.3646,0.01837,0.054711,3,0,0
Rv1109c,25,0.0482,0.001148,0.024316,0,0,0
fbpB,25,0.0425,0.001148,0.026342,0,0,0
sigF,25,0.0482,0.001148,0.024316,0,0,0
Rv1155,25,0.0886,0.002296,0.02229,1,0,0
prpC,25,0.0409,0.001148,0.024316,0,0,0
hadA,25,0.0442,0.001148,0.025329,0,0,0
PPE56,25,0.3637,0.020666,0.077001,7,0,0
fgd2,25,0.0,0.0,0.02229,2,0,0
Rv0487,25,0.0,0.0,0.025329,1,0,0
xerC,25,0.0,0.0,0.024316,0,0,0
Rv0897c,24,0.0442,0.001148,0.024316,3,0,0
Rv0998,24,0.0425,0.001148,0.024316,0,0,0
glnB,24,0.0,0.0,0.026342,1,0,0
PPE34,24,3.0102,0.2382315,0.1499495,19,0,0
Rv1686c,24,0.04335,0.001148,0.0227965,0,0,0
cobQ2,24,0.04715,0.001148,0.0238095,2,0,0
mce4C,24,0.0442,0.001148,0.023303,0,0,0
rplJ,24,0.036699999999999997,0.001148,0.0278625,1,0,0
rnc,24,0.0425,0.001148,0.024316,0,0,0
mce1R,24,0.0,0.0,0.0227965,2,0,0
Rv0023,24,0.09045,0.002296,0.023303,2,0,0
tsnR,24,0.041800000000000004,0.001148,0.026848999999999998,3,0,0
fadE28,24,0.0658,0.001722,0.025329,1,0,0
Rv1245c,24,0.03735,0.001148,0.0298885,1,0,0
cyp138,24,0.0,0.0,0.023303,2,0,0
Rv3485c,24,0.042550000000000004,0.001148,0.0248225,1,0,0
orn,24,0.0,0.0,0.0248225,0,0,0
Rv0566c,24,0.068,0.002296,0.029382,0,0,0
tcrY,24,0.0504,0.001148,0.02229,2,0,0
Rv3552,24,0.04015,0.001148,0.025329,0,0,0
Rv2118c,24,0.0,0.0,0.0238095,0,0,0
Rv2256c,24,0.0425,0.001148,0.026342,1,0,0
Rv2449c,24,0.0442,0.001148,0.023303,1,0,0
zur,24,0.04515,0.001148,0.0248225,0,0,0
lipI,24,0.0,0.0,0.0238095,0,0,0
smtB,24,0.08195,0.002296,0.0258355,0,0,0
Rv0365c,24,0.0442,0.001148,0.025329,0,0,0
Rv0430,24,0.0493,0.001148,0.0258355,0,0,0
Rv3241c,24,0.03605,0.001148,0.0238095,0,0,0
Rv3295,24,0.04715,0.001148,0.023303,0,0,0
Rv2191,24,0.0,0.0,0.021277,0,0,0
Rv0484c,24,0.0343,0.001148,0.0248225,1,0,0
Rv0293c,24,0.0425,0.001148,0.02229,1,0,0
moaA2,24,0.04095,0.001148,0.02229,2,0,0
Rv3836,24,0.0409,0.001148,0.024316,2,0,0
Rv3830c,24,0.0,0.0,0.02229,3,0,0
miaA,24,0.0,0.0,0.0238095,0,0,0
Rv3577,24,0.0252,0.000574,0.0217835,0,0,0
Rv2074,24,0.0442,0.001148,0.026342,1,0,0
arsB2,24,0.0,0.0,0.021277,1,0,0
blaR,23,0.0482,0.001148,0.02229,1,0,0
atpE,23,0.0425,0.001148,0.028369,0,0,1
cyp136,23,0.0,0.0,0.02229,3,0,0
cysK1,23,0.0529,0.001148,0.021277,1,0,0
pyrF,23,0.0529,0.001148,0.021277,1,0,0
cydB,23,0.0461,0.001148,0.023303,0,0,0
Rv2464c,23,0.0,0.0,0.02229,3,0,0
PE_PGRS19,23,2.3106,0.134328,0.038501,18,0,0
Rv2971,23,0.0425,0.001148,0.02229,2,0,0
Rv3027c,23,0.0,0.0,0.02229,0,0,0
Rv2418c,23,0.0,0.0,0.023303,0,0,0
Rv3671c,23,0.0,0.0,0.024316,1,0,0
Rv0862c,23,0.0,0.0,0.023303,2,0,0
Rv3292,23,0.0442,0.001148,0.024316,0,0,0
Rv0474,23,0.0461,0.001148,0.02229,1,0,0
proC,23,0.0409,0.001148,0.024316,2,0,0
Rv3718c,23,0.0,0.0,0.024316,1,0,0
Rv2073c,23,0.0394,0.001148,0.026342,1,0,0
Rv2707,23,0.0,0.0,0.024316,0,0,0
Rv3816c,23,0.0409,0.001148,0.026342,2,0,0
aldA,23,0.0409,0.001148,0.025329,2,0,0
bcpB,23,0.0,0.0,0.023303,0,0,0
Rv1186c,23,0.0394,0.001148,0.024316,3,0,0
mntH,23,0.0818,0.002296,0.024316,1,0,0
Rv2082,23,0.5254,0.052813,0.090172,8,0,0
Rv3698,23,0.0,0.0,0.025329,2,0,0
PE_PGRS9,23,3.7865,0.052813,0.029382,20,0,0
celA1,23,0.0,0.0,0.023303,2,0,0
Rv0955,23,0.0,0.0,0.025329,0,0,0
ggtA,22,0.0221,0.000574,0.02229,3,0,0
Rv0996,22,0.0221,0.000574,0.0227965,2,0,0
rplN,22,0.042749999999999996,0.001148,0.0309015,1,0,0
lprB,22,0.041800000000000004,0.001148,0.0227965,0,0,0
lpqY,22,0.0,0.0,0.02229,1,0,0
Rv0756c,22,0.0461,0.001148,0.024316,1,0,0
glfT1,22,0.04515,0.001148,0.024316,0,0,0
ftsQ,22,0.0425,0.001148,0.026342,0,0,0
Rv1144,22,0.0,0.0,0.026342,0,0,0
bcp,22,0.0504,0.001148,0.024316,1,0,0
bfrA,22,0.0482,0.001148,0.023303,0,0,0
Rv0078,22,0.04715,0.001148,0.0217835,2,0,0
Rv0138,22,0.0,0.0,0.024316,1,0,0
Rv1558,22,0.0504,0.001148,0.02229,0,0,0
Rv1287,22,0.0,0.0,0.024316,0,0,0
Rv0049,22,0.0417,0.001148,0.0258355,0,0,0
Rv1333,22,0.05165,0.001148,0.0248225,0,0,0
Rv0044c,22,0.04515,0.001148,0.025329,0,0,0
lrpA,22,0.0,0.0,0.021277,1,0,0
fbiA,22,0.0394,0.001148,0.0248225,0,0,0
Rv1339,22,0.0425,0.001148,0.0238095,0,0,0
aroK,22,0.046200000000000005,0.001148,0.0248225,0,0,0
Rv0263c,22,0.0,0.0,0.0238095,0,0,0
mihF,22,0.0676,0.002296,0.029382,1,0,0
mmpL2,22,3.2138,0.052813,0.016211,16,0,0
Rv2190c,22,0.0,0.0,0.0248225,1,0,0
Rv3668c,22,0.0,0.0,0.0238095,0,0,0
ppgK,22,0.0,0.0,0.024316,3,0,0
Rv2699c,22,0.0461,0.001148,0.025329,0,0,0
Rv0224c,22,0.03945,0.001148,0.025329,0,0,0
Rv2199c,22,0.04335,0.001148,0.024316,0,0,0
Rv0364,22,0.09045,0.002296,0.024316,0,0,0
Rv3395c,22,0.0,0.0,0.0248225,1,0,0
Rv2258c,22,0.0851,0.002296,0.024316,2,0,0
Rv0499,22,0.04095,0.001148,0.0238095,2,0,0
Rv2230c,22,0.0,0.0,0.0227965,4,0,0
Rv3060c,22,0.0,0.0,0.023303,2,0,0
Rv2901c,22,0.03805,0.001148,0.027355499999999998,0,0,0
Rv3030,22,0.042550000000000004,0.001148,0.023303,2,0,0
oppB,22,0.046200000000000005,0.001148,0.023303,0,0,0
Rv2387,22,0.0409,0.001148,0.02229,0,0,0
ppsA,21,8.0245,0.205511,0.106383,16,0,0
Rv2090,21,0.0482,0.001148,0.024316,4,0,0
Rv0825c,21,0.0461,0.001148,0.024316,2,0,0
hbhA,21,0.0,0.0,0.024316,0,0,0
Rv3752c,21,0.0394,0.001148,0.025329,0,0,0
PPE19,21,4.9776,0.056257,0.018237,18,0,0
Rv2777c,21,0.0409,0.001148,0.024316,1,0,0
thiE,21,0.0409,0.001148,0.025329,0,0,0
Rv2696c,21,0.0,0.0,0.023303,0,0,0
argR,21,0.0409,0.001148,0.026342,0,0,0
rplX,21,0.0504,0.001148,0.026342,1,0,0
galU,21,0.0,0.0,0.027356,1,0,0
cspB,21,0.0367,0.001148,0.025329,0,0,0
canB,21,0.0,0.0,0.023303,0,0,0
pssA,21,0.0425,0.001148,0.023303,0,0,0
Rv3659c,21,0.0529,0.001148,0.023303,2,0,0
ribC,21,0.0461,0.001148,0.024316,1,0,0
trmD,21,0.0461,0.001148,0.024316,0,0,0
Rv3268,21,0.0,0.0,0.023303,0,0,0
tatD,21,0.0504,0.001148,0.02229,2,0,0
recD,21,0.0,0.0,0.023303,3,0,0
Rv1588c,21,2.5939,0.391504,0.182371,18,0,0
Rv2554c,21,0.0,0.0,0.023303,0,0,0
trpG,21,0.0425,0.001148,0.026342,2,0,0
ephE,21,0.0,0.0,0.024316,0,0,0
Rv0737,21,0.0425,0.001148,0.025329,0,0,0
rpsS,21,0.076,0.002296,0.027356,0,0,0
Rv0775,21,0.0442,0.001148,0.023303,1,0,0
Rv3672c,21,0.0504,0.001148,0.02229,1,0,0
htdZ,21,0.0482,0.001148,0.02229,1,0,0
fhaB,21,0.038,0.001148,0.025329,1,0,0
Rv0681,20,0.0442,0.001148,0.025329,0,0,0
Rv0814c,20,0.0,0.0,0.024316,0,0,0
amiC,20,0.0425,0.001148,0.023303,1,0,0
gmk,20,0.0851,0.002296,0.025329,1,0,0
PE_PGRS55,20,0.7001999999999999,0.13490249999999998,0.061803,9,0,0
Rv2972c,20,0.0442,0.001148,0.0227965,0,0,0
mce1F,20,0.01835,0.000574,0.0238095,3,0,0
Rv0360c,20,0.0,0.0,0.024316,0,0,0
menH,20,0.02305,0.000574,0.023303,0,0,0
Rv0218,20,0.0,0.0,0.0227965,2,0,0
Rv2708c,20,0.0,0.0,0.024316,0,0,0
aroA,20,0.0,0.0,0.024316,0,0,0
rplM,20,0.0,0.0,0.025329,0,0,0
fucA,20,0.0,0.0,0.023303,3,0,0
lprC,20,0.04825,0.001148,0.026342,2,0,0
TB7.3,20,0.04715,0.001148,0.0238095,1,0,0
nusB,20,0.04715,0.001148,0.025329,1,0,0
Rv2052c,20,0.0,0.0,0.023303,0,0,0
lpqU,20,0.0,0.0,0.0217835,1,0,0
Rv0907,20,0.0529,0.001148,0.024316,1,0,0
Rv2047c,20,0.0442,0.001148,0.023303,2,0,0
rsbW,20,0.05165,0.001148,0.0238095,0,0,0
kmtR,20,0.0,0.0,0.0248225,0,0,0
Rv0459,20,0.04715,0.001148,0.0227965,4,0,0
Rv1024,20,0.0,0.0,0.0248225,3,0,0
sigL,20,0.0,0.0,0.023303,0,0,0
lppB,20,1.767,0.270953,0.165147,19,0,0
Rv1262c,20,0.0482,0.001148,0.023303,0,0,0
lppA,20,1.6232,0.39207800000000004,0.27963499999999997,15,0,0
sdhC,20,0.0482,0.001148,0.023303,1,0,0
Rv0439c,20,0.0197,0.000574,0.0248225,0,0,0
Rv0769,20,0.03805,0.001148,0.0238095,1,0,0
Rv1353c,20,0.038,0.001148,0.0278625,1,0,0
rpsT,20,0.0461,0.001148,0.024316,0,0,0
Rv0309,20,0.0,0.0,0.025329,0,0,0
fadE10,20,0.0,0.0,0.021277,1,0,0
trxC,20,0.0425,0.001148,0.025329,0,0,0
Rv0696,20,0.0,0.0,0.02229,2,0,0
Rv0725c,20,0.0,0.0,0.025329,2,0,0
Rv0519c,20,0.0,0.0,0.0227965,0,0,0
Rv0077c,20,0.0425,0.001148,0.024316,0,0,0
tgs3,20,0.0,0.0,0.0238095,3,0,0
Rv1462,20,0.042550000000000004,0.001148,0.025329,2,0,0
Rv3284,20,0.05425,0.001148,0.0238095,0,0,0
Rv0095c,20,0.5385,0.06773799999999999,0.12462000000000001,9,0,0
Rv3037c,20,0.0,0.0,0.0238095,0,0,0
PPE53,20,1.55695,0.41331799999999996,0.309524,20,0,0
PPE59,20,2.0378,0.059701,0.037994,15,0,0
nuoI,20,0.03485,0.001148,0.0288755,1,0,0
cyp126,20,0.0,0.0,0.0238095,0,0,0
fmu,20,0.04715,0.001148,0.023303,1,0,0
nuoJ,20,0.0,0.0,0.023303,0,0,0
lipB,19,0.0425,0.001148,0.024316,1,0,0
nuoK,19,0.0409,0.001148,0.026342,0,0,0
Rv3678c,19,0.0504,0.001148,0.02229,0,0,0
canA,19,0.0,0.0,0.025329,0,0,0
coaE,19,0.0,0.0,0.02229,0,0,0
atpC,19,0.0,0.0,0.024316,0,0,0
cfp29,19,0.0425,0.001148,0.023303,0,0,0
Rv0192,19,0.0409,0.001148,0.02229,2,0,0
rplR,19,0.0,0.0,0.027356,0,0,0
Rv3632,19,0.0409,0.001148,0.024316,0,0,0
Rv1869c,19,0.0,0.0,0.020263,1,0,0
Rv3705c,19,0.0442,0.001148,0.025329,1,0,0
Rv0910,19,0.0482,0.001148,0.024316,0,0,0
rpoZ,19,0.0665,0.002296,0.031408,0,0,0
Rv3723,19,0.0,0.0,0.024316,0,0,0
Rv3813c,19,0.0442,0.001148,0.025329,0,0,0
Rv3789,19,0.0461,0.001148,0.024316,0,0,0
mtrA,19,0.0504,0.001148,0.029382,0,0,0
mshC,19,0.0,0.0,0.026342,1,0,0
dnaQ,19,0.0,0.0,0.025329,4,0,0
Rv1474c,19,0.0,0.0,0.025329,0,0,0
ung,19,0.0409,0.001148,0.024316,0,0,0
spoU,19,0.0504,0.001148,0.026342,2,0,0
sppA,19,0.0461,0.001148,0.023303,3,0,0
Rv3400,19,0.0,0.0,0.023303,0,0,0
Rv2556c,19,0.0504,0.001148,0.024316,1,0,0
Rv3218,19,0.0,0.0,0.023303,0,0,0
tyrA,19,0.0,0.0,0.02229,3,0,0
Rv0826,19,0.0442,0.001148,0.024316,0,0,0
egtD,19,0.0,0.0,0.024316,0,0,0
Rv1219c,19,0.0,0.0,0.02229,1,0,0
Rv0265c,19,0.0442,0.001148,0.023303,1,0,0
Rv0273c,19,0.0,0.0,0.023303,3,0,0
Rv0485,19,0.0,0.0,0.023303,0,0,0
lipU,19,0.0425,0.001148,0.024316,1,0,0
viuB,18,0.04515,0.001148,0.0227965,1,0,0
wag22,18,0.27155,0.006314999999999999,0.02229,3,0,0
pncB1,18,0.0,0.0,0.0248225,2,0,0
Rv0774c,18,0.0394,0.001148,0.0238095,0,0,0
Rv1260,18,0.0529,0.001148,0.021277,1,0,0
lsr2,18,0.05575,0.001148,0.024316,0,0,0
mapA,18,0.0,0.0,0.02229,0,0,0
dedA,18,0.0493,0.001148,0.0238095,0,0,0
Rv0691c,18,0.0461,0.001148,0.0238095,0,0,0
ribG,18,0.0,0.0,0.021277,2,0,0
pknE,18,0.0504,0.001148,0.0217835,0,0,0
nrdH,18,0.04335,0.001148,0.027356,0,0,0
echA1,18,0.0,0.0,0.023303,1,0,0
Rv2776c,18,0.0,0.0,0.0238095,0,0,0
Rv1465,18,0.0,0.0,0.025329,0,0,0
Rv3249c,18,0.0417,0.001148,0.025329,0,0,0
gatC,18,0.04335,0.001148,0.0258355,0,0,0
PPE18,18,1.58905,0.0482205,0.044073,10,0,0
Rv2165c,18,0.0197,0.000574,0.024316,1,0,0
cobC,18,0.0504,0.001148,0.02229,1,0,0
atpG,18,0.0,0.0,0.0238095,0,0,0
cobM,18,0.02045,0.000574,0.023303,1,0,0
Rv3630,18,0.0482,0.001148,0.0227965,3,0,0
Rv0249c,18,0.0,0.0,0.024316,2,0,0
Rv2050,18,0.0504,0.001148,0.024316,0,0,0
Rv2908c,18,0.0482,0.001148,0.023303,0,0,0
Rv3647c,18,0.04515,0.001148,0.024316,0,0,0
Rv1026,18,0.0221,0.000574,0.02229,0,0,0
Rv2146c,18,0.0442,0.001148,0.025329,0,0,0
mpt53,18,0.0923,0.002296,0.024316,2,0,0
Rv1154c,18,0.0556,0.001148,0.02229,1,0,0
Rv2781c,18,0.09875,0.002296,0.0227965,2,0,0
Rv2405,18,0.0,0.0,0.024316,1,0,0
mmpS3,18,0.0461,0.001148,0.0238095,1,0,0
Rv3699,18,0.053,0.001148,0.0227965,2,0,0
Rv3837c,18,0.02125,0.000574,0.0227965,1,0,0
Rv3677c,18,0.0387,0.001148,0.0258355,1,0,0
hisC2,17,0.0482,0.001148,0.023303,2,0,0
mbtA,17,0.0,0.0,0.023303,0,0,0
rpsQ,17,0.0851,0.002296,0.029382,0,0,0
pknD,17,0.0504,0.001148,0.02229,1,0,0
rimJ,17,0.0,0.0,0.024316,0,0,0
fdxC,17,0.0442,0.001148,0.027356,0,0,0
Rv2828c,17,1.3597,0.050517,0.023303,9,0,0
Rv2557,17,0.0556,0.001148,0.020263,0,0,0
ephA,17,0.0,0.0,0.023303,0,0,0
Rv0281,17,0.0,0.0,0.02229,1,0,0
Rv3651,17,0.0461,0.001148,0.023303,0,0,0
