feature,importance,rank
feature_3084,0.004539728141322678,751
feature_0774,0.0045396305872075805,752
feature_0227,0.004539497562837053,753
feature_4359,0.004538956612357613,754
feature_4611,0.004536052577305772,755
feature_4331,0.004535841745459742,756
feature_4934,0.004535517286733654,757
feature_3667,0.004534782728235038,758
feature_3271,0.004534020686708699,759
feature_1199,0.004533935459495851,760
feature_0956,0.0045334167307108765,761
feature_1791,0.004531229889208817,762
feature_0705,0.004529594812025913,763
feature_4675,0.004529008483745511,764
feature_0256,0.004528640368292652,765
feature_0686,0.004527417188559704,766
feature_2721,0.004526958794132351,767
feature_3771,0.004525731151578631,768
feature_0807,0.004525176223263562,769
feature_4162,0.004523921371886549,770
feature_2422,0.004523229223247104,771
feature_3669,0.004523004026611238,772
feature_4428,0.00452238747540323,773
feature_1043,0.004520724494755758,774
feature_2113,0.004520318608734943,775
feature_1341,0.004519746474357376,776
feature_0840,0.004518330906417737,777
feature_3089,0.004518112476213956,778
feature_2742,0.0045169318841841895,779
feature_0670,0.0045166292546063545,780
feature_1864,0.00451603772034077,781
feature_1872,0.00451543598817949,782
feature_3380,0.004515125977130852,783
feature_4624,0.004515035678195418,784
feature_2766,0.004514979670112576,785
feature_4673,0.004514830052636613,786
feature_0257,0.004514790577168807,787
feature_0362,0.004514108530627455,788
feature_3017,0.004513702165649762,789
feature_4161,0.004513669136791991,790
feature_2326,0.004511594558236081,791
feature_2597,0.004510589882213788,792
feature_0957,0.004509945648821605,793
feature_0566,0.004508749055570196,794
feature_3477,0.004506123930147923,795
feature_1445,0.0045047398286468246,796
feature_2302,0.004504601668721761,797
feature_3164,0.0045045682950125895,798
feature_2500,0.004504396989143869,799
feature_1024,0.004502783251158124,800
feature_2244,0.004501081840467256,801
feature_4167,0.004500211097441243,802
feature_2826,0.004499858149080957,803
feature_4194,0.0044981919642711095,804
feature_2233,0.004498103768275531,805
feature_1154,0.004497668544355501,806
feature_2282,0.00449623035476778,807
feature_1104,0.004495705108858978,808
feature_3731,0.004493498118969575,809
feature_4713,0.004493393505379807,810
feature_2144,0.004491712099085072,811
